"_id","text","tweet_id","created_at","user_location","user_name","retweets","search_term"
"ObjectId(""5e436d6c452fef139aa2fc5e"")","'I had a feeling it was going to be #coronavirus https://t.co/WiMbgdFVV9'","1214902585502715904","Wed Jan 08 13:32:02 +0000 2020","Boston, MA","gogo_science","","#coronavirus"
"ObjectId(""5e436d6c452fef139aa2fc63"")","'‘Interferon, Ribavirin and protease inhibitors are the therapeutic options for #coronavirus and #sars. Next week wo… https://t.co/B3Z2P0eHBc'","1214828625880473602","Wed Jan 08 08:38:09 +0000 2020","Hong Kong","hayesluk","","#coronavirus"
"ObjectId(""5e436d6c452fef139aa2fc64"")","'According to a news report by @icablenews, Prof. KY Yuen from @HKUniversity hypothesized that #WuHanPneumonia might… https://t.co/bNbADkHDCz'","1214826827392270336","Wed Jan 08 08:31:00 +0000 2020","Hong Kong","hayesluk","","#coronavirus"
"ObjectId(""5e436da0452fef139aa2fc69"")","'Discussing the new coronavirus outbreak in Wuhan during journal club in a department full of virologists studying e… https://t.co/g9KQofuHK8'","1215392013677404160","Thu Jan 09 21:56:51 +0000 2020","Manhattan, NYC","ViralCarmichael","","#coronavirus"
"ObjectId(""5e436da0452fef139aa2fc6c"")","'Officials may have found the cause of the mysterious outbreak of #pneumonia that has sickened dozens of people in C… https://t.co/uUeaTZqmHg'","1215391491767427072","Thu Jan 09 21:54:47 +0000 2020","Chang Gung University, Taiwan","BiomedJ","","#coronavirus"
"ObjectId(""5e436da0452fef139aa2fc7d"")","'Scientists believe they have found the cause of the mystery #pneumonia that has infected ~60 people in Chinese city… https://t.co/gtsuQr1kzS'","1215389446717100032","Thu Jan 09 21:46:39 +0000 2020","Paris, France","MicrobesInfect","","#coronavirus"
"ObjectId(""5e436da0452fef139aa2fc8b"")","'VÍDEO | Novo tipo de #coronavirus é responsável por surto de pneumonia na #China https://t.co/W96Ysn4k3R'","1215385256288645128","Thu Jan 09 21:30:00 +0000 2020","Brasil","BrasilEFE","","#coronavirus"
"ObjectId(""5e436da0452fef139aa2fc8c"")","'“No journal will reject a paper because this sequence has been made public.” C. Drosten #ChariteVirology… https://t.co/C8yeMqvE2M'","1215384910267125775","Thu Jan 09 21:28:38 +0000 2020","Berlin, Europe","vmcorman","","#coronavirus"
"ObjectId(""5e436da0452fef139aa2fca9"")","'Vote: ------#CoronaVirus (CoV)\nDerived from 1. WuHaN\n2. Asian Respiratory Syndrome\n3. East Asia Respiratory Syndrome\n4. Chinese Pneumonia'","1215380402770251785","Thu Jan 09 21:10:43 +0000 2020","ܡܐܬܹܪܐ","DrSusanNasif","","#coronavirus"
"ObjectId(""5e436da0452fef139aa2fcb3"")","""Quelques précisions sur le #coronavirus impliqué dans l'épidémie de #pneumonie de #Wuhan en Chine \nhttps://t.co/KPdvd0ZZ22""","1215379470724554752","Thu Jan 09 21:07:01 +0000 2020","France","Azeria64Azeria","","#coronavirus"
"ObjectId(""5e436dd8452fef139aa2fce0"")","'The recovery of a new #coronavirus from #Wuhan #pneumonia patients does not mean this outbreak is over. Not by a lo… https://t.co/rYDfUSKTt6'","1215375241859534850","Thu Jan 09 20:50:12 +0000 2020","Boston, MA","HelenBranswell","","#coronavirus"
"ObjectId(""5e436dd8452fef139aa2fd17"")","'Coronaviruses are a large family of viruses that are known to cause illness ranging from the common cold to more se… https://t.co/n0rCxvNGQf'","1215372119342813184","Thu Jan 09 20:37:48 +0000 2020","Hamden, New York","BellaMarsilioRN","","#coronavirus"
"ObjectId(""5e436dd8452fef139aa2fd26"")","'Protect yourself &amp; reduce risk from #coronavirus infection:\n👏🏽Hand hygiene\n🤧Cover mouth &amp; nose when coughing &amp; snee… https://t.co/szgN1lCXBb'","1215371498317406209","Thu Jan 09 20:35:20 +0000 2020","Geneva, Switzerland","WHO","","#coronavirus"
"ObjectId(""5e436dd8452fef139aa2fd28"")","'@dw_espanol Ojalá el nuevo #coronavirus no haya recibido ayuda de algún laboratorio ""privado"" occidental.'","1215371279865450509","Thu Jan 09 20:34:28 +0000 2020","Mexico df","rguillermo08","","#coronavirus"
"ObjectId(""5e436dd8452fef139aa2fd2e"")","'#China identifies new strain of #coronavirus as source of #pneumonia #outbreak #SARS #MERS #health #healthcare… https://t.co/tDKxha7bc0'","1215370683930357760","Thu Jan 09 20:32:06 +0000 2020","Chicago, IL","ctmock","","#coronavirus"
"ObjectId(""5e436df0452fef139aa2fd39"")","'🇨🇳 Parte del rompecabezas se ha resuelto: un nuevo tipo de #coronavirus parece ser el desencadenante de la enigmáti… https://t.co/V9mkhiVyZO'","1215369148919758848","Thu Jan 09 20:26:00 +0000 2020","Berlin, Germany","dw_espanol","","#coronavirus"
"ObjectId(""5e436df0452fef139aa2fd3f"")","'Autoridades de #China dijeron identificar una posible causa de una #neumonía viral desconocida: un nuevo tipo de… https://t.co/TDjm853hiY'","1215366381144662017","Thu Jan 09 20:15:00 +0000 2020","Nueva York, USA","LaGranEpoca","","#coronavirus"
"ObjectId(""5e436df0452fef139aa2fd45"")","'A thread from @WHOWPRO on the #coronavirus causing #pneumonia in #Wuhan, China. Note: no special recommendations fo… https://t.co/cT6jXoL9yO'","1215365179954745344","Thu Jan 09 20:10:13 +0000 2020","None","LeeAnneP8","","#coronavirus"
"ObjectId(""5e436df0452fef139aa2fd46"")","'Out of China, news of a novel virus , a #coronavirus in the family that includes #SARS and #MERS https://t.co/j03j7hIQcu'","1215364940011229184","Thu Jan 09 20:09:16 +0000 2020","Toronto, Ontario, 🇨🇦","andysummers","","#coronavirus"
"ObjectId(""5e436df0452fef139aa2fd5a"")","'Im Fall der rätselhaften #Lungenkrankheit im chinesischen #Wuhan haben Experten ein bisher unbekanntes #Coronavirus… https://t.co/V4LW4WP4rU'","1215358432238297090","Thu Jan 09 19:43:25 +0000 2020","Halle (Saale), Deutschland","MDRAktuell","","#coronavirus"
"ObjectId(""5e436df0452fef139aa2fd5b"")","'Hoy, el Centro de Control de Enfermedades de Europa (@ECDC_EU) destaca la aparición de un posible nuevo… https://t.co/wYX59uM1fh'","1215358380505817088","Thu Jan 09 19:43:12 +0000 2020","Ho Chi Minh y Naranjito","mrjohelpadilla","","#coronavirus"
"ObjectId(""5e436df0452fef139aa2fd77"")","'@WHO @WHOWPRO Only two representative strains of human #coronavirus  cause disease    HCoV-229E and HCoV-OC43  .… https://t.co/Tvg5AZluvr'","1215352129067446272","Thu Jan 09 19:18:22 +0000 2020","New Delhi, India","DocAkas","","#coronavirus"
"ObjectId(""5e436df0452fef139aa2fd8f"")","""Els #coronavirus salten periodicament d'animals a humans...#SARS emergí al 2002 a Xina i #MERS saltà el 2012 a la P… https://t.co/Gw4IvM5dKS""","1215349302995968001","Thu Jan 09 19:07:08 +0000 2020","BCN-Catalunya","XavierAbadMdG","","#coronavirus"
"ObjectId(""5e436df0452fef139aa2fd92"")","'@Twitter Talk about #coronavirus ??'","1215349153812926465","Thu Jan 09 19:06:33 +0000 2020","South Africa","dmsdogbey","","#coronavirus"
"ObjectId(""5e436e08452fef139aa2fd9b"")","'Chinese authorities made a preliminary determination of a novel #coronavirus, identified in a hospitalized person w… https://t.co/SNRIcZTklj'","1215345182142541825","Thu Jan 09 18:50:46 +0000 2020","İstanbul","TMC_online_","","#coronavirus"
"ObjectId(""5e436e08452fef139aa2fdd5"")","'Syndrome Respiratoire du Moyen-Orient aux Émirats Arabes Unis #Coronavirus #MERS-CoV                             https://t.co/AxD9wDfxLl'","1215339940835471360","Thu Jan 09 18:29:56 +0000 2020","France","Azeria64Azeria","","#coronavirus"
"ObjectId(""5e436e08452fef139aa2fddc"")","'Novel coronaviruses emerge periodically, as we have seen. SARS emerged in 2002 and MERS emerged in 2012.\nSeveral kn… https://t.co/2nBoqfGLaN'","1215339675415719937","Thu Jan 09 18:28:53 +0000 2020","Geneva, Switzerland","WHO","","#coronavirus"
"ObjectId(""5e436e08452fef139aa2fdf1"")","'#coronavirus \n@WHO https://t.co/FoT6BBWHlB'","1215337039996080128","Thu Jan 09 18:18:24 +0000 2020","Mwanza, Tanzania","enockcharles09","","#coronavirus"
"ObjectId(""5e436e08452fef139aa2fdf6"")","""Quelle est la gravité de l'infection par le #coronavirus récemment découvert en Chine ?           #pneumonie… https://t.co/I4JcjlMK7I""","1215336463551860741","Thu Jan 09 18:16:07 +0000 2020","France","Azeria64Azeria","","#coronavirus"
"ObjectId(""5e436e26452fef139aa2fe12"")","'Identification du nouveau #coronavirus du foyer de #pneumonie de #Wuhan (Chine)            #pneumonia https://t.co/NqvSImcBqw'","1215334119300911105","Thu Jan 09 18:06:48 +0000 2020","France","Azeria64Azeria","","#coronavirus"
"ObjectId(""5e436e26452fef139aa2fe18"")","'A preliminary investigation into viral #Pneumonia illnesses sickening dozens in and around #China has identified th… https://t.co/s6gHFm3CEJ'","1215333693134450689","Thu Jan 09 18:05:06 +0000 2020","New York, NY","EpochTimesChina","","#coronavirus"
"ObjectId(""5e436e26452fef139aa2fe1e"")","'A novel #coronavirus is a new strain of the virus that has not been previously identified in humans https://t.co/G0Os4ds9cv'","1215333430004678656","Thu Jan 09 18:04:04 +0000 2020","Geneva, Switzerland","WHO","","#coronavirus"
"ObjectId(""5e436e26452fef139aa2fe22"")","'Chinese researchers identify possible cause of pneumonia outbreak https://t.co/qbKahjZGRL #coronavirus'","1215332909810421760","Thu Jan 09 18:02:00 +0000 2020","Washington, D.C.","WashTimes","","#coronavirus"
"ObjectId(""5e436e26452fef139aa2fe24"")","'Dozens of #pneumonia cases in China tied to new #coronavirus, report says https://t.co/hxYVfQZ8ha https://t.co/JKsG6q8r2o'","1215332472587804680","Thu Jan 09 18:00:15 +0000 2020","Honolulu, Hawaii","StarAdvertiser","","#coronavirus"
"ObjectId(""5e436e26452fef139aa2fe2d"")","""Le virus mystérieux a été identifié en Chine après l'apparition de nombreux cas de pneumonie 😷🔬🇨🇳 Résultat c'est un… https://t.co/BX8Dp7o7WO""","1215331583114326019","Thu Jan 09 17:56:43 +0000 2020","Strasbourg, France","InfoDuJour4","","#coronavirus"
"ObjectId(""5e436e26452fef139aa2fe39"")","'China y @WHO identifican a un nuevo #coronavirus como el responsable de un brote de neumonía, que ya afecta a 59 pe… https://t.co/apcQe8clhR'","1215329967313162245","Thu Jan 09 17:50:18 +0000 2020","Buenos Aires, Argentina","FlorBallarino","","#coronavirus"
"ObjectId(""5e436e26452fef139aa2fe3f"")","'#Virus #viruses #coronaviruses #coronavirus #MERS #SARS... https://t.co/OhRZzRSJjX'","1215327915916910592","Thu Jan 09 17:42:09 +0000 2020","United States","NonprofitsRock","","#coronavirus"
"ObjectId(""5e436e26452fef139aa2fe51"")","'La Organización Mundial de la Salud procede a repasar lo que es un #coronavirus con el trasfondo de la incipiente a… https://t.co/GCEE9zqgKf'","1215326068246220801","Thu Jan 09 17:34:48 +0000 2020","Ho Chi Minh y Naranjito","mrjohelpadilla","","#coronavirus"
"ObjectId(""5e436e26452fef139aa2fe58"")","'#publichealth #coronavirus https://t.co/bPQfSNDnpy'","1215325676225646592","Thu Jan 09 17:33:15 +0000 2020","Pennsylvania, USA","Monicadisaster1","","#coronavirus"
"ObjectId(""5e436e39452fef139aa2fe5f"")","'An emerging #coronavirus infection cluster in China. Pneumonia of Unknown Cause in China - Watch - Level 1 \u2066@CDCgov… https://t.co/JxdqGJS3S5'","1215324383360770048","Thu Jan 09 17:28:07 +0000 2020","Miami","drkomanduri","","#coronavirus"
"ObjectId(""5e436e39452fef139aa2fe65"")","'El virus responsable de la mayoría de los casos de resfriado común junto al rinovirus, también puede causar un sínd… https://t.co/oyZFkmjy41'","1215323646736191489","Thu Jan 09 17:25:11 +0000 2020","Guadalajara, Jalisco","Dromarenriquez","","#coronavirus"
"ObjectId(""5e436e39452fef139aa2fe6d"")","'Coronaviruses are a large family of viruses that are known to cause illness ranging from the common cold to more se… https://t.co/JIL1TlD3V1'","1215322455943864320","Thu Jan 09 17:20:27 +0000 2020","Worldwide","AnalyticaGlobal","","#coronavirus"
"ObjectId(""5e436e39452fef139aa2fe80"")","'New-type #coronavirus causes #pneumonia in #Wuhan: Expert https://t.co/wwq6NSt5MD'","1215320952944283648","Thu Jan 09 17:14:29 +0000 2020","North Vancouver, BC","Crof","","#coronavirus"
"ObjectId(""5e436e39452fef139aa2fe8a"")","'#China mystery illness is likely due to a new #coronavirus --https://t.co/pCvpnzSBaw'","1215320675428261889","Thu Jan 09 17:13:23 +0000 2020","Boston, MA","healthmap","","#coronavirus"
"ObjectId(""5e436e39452fef139aa2fe8f"")","'Coronaviruses are a large family of viruses that are known to cause illness ranging from the common cold to more se… https://t.co/TPKNGnCc5J'","1215320529059688449","Thu Jan 09 17:12:48 +0000 2020","Geneva, Switzerland","WHO","","#coronavirus"
"ObjectId(""5e436e39452fef139aa2fe94"")","'A new #coronavirus may be the pathogen causing China’s mysterious #pneumonia cases, @WHO announced on Wednesday.… https://t.co/FzzIC9KeYz'","1215318797126598656","Thu Jan 09 17:05:55 +0000 2020","Arlington, VA","IDSAInfo","","#coronavirus"
"ObjectId(""5e436e39452fef139aa2fe99"")","'new #coronavirus ทำให้เกิด #pneumonia https://t.co/23CeVqu3ZF'","1215316646291619840","Thu Jan 09 16:57:22 +0000 2020","Chiangmai,Thailand","PunPimchanok","","#coronavirus"
"ObjectId(""5e436e39452fef139aa2fe9d"")","'Ojo que, aunque sigue siendo información de prensa, la última referencia de @ProMED_mail es de @CCTV @XHNews, medio… https://t.co/ULSQ6Ob09a'","1215316120128966663","Thu Jan 09 16:55:17 +0000 2020","Madrid, Comunidad de Madrid","javimembrillo","","#coronavirus"
"ObjectId(""5e436e39452fef139aa2fe9e"")","'It now seems the respiratory disease in Wuhan, China was caused by a new coronavírus. What is concerning is that li… https://t.co/6PP93kfO1w'","1215315473975234561","Thu Jan 09 16:52:43 +0000 2020","None","shawnsmallman","","#coronavirus"
"ObjectId(""5e436e39452fef139aa2fea2"")","'Un nuevo tipo de #coronavirus hasta ahora desconocido es el causante del misterioso brote de #neumonía registrado e… https://t.co/dtSPaZgEQ2'","1215313550731829249","Thu Jan 09 16:45:04 +0000 2020","Santo Domingo, R.D.","super7fm","","#coronavirus"
"ObjectId(""5e436e39452fef139aa2fea5"")","'Update from #WuHanPneumonia Wuhan Municipal Health Commission: 59 patients, 7 of which are critically ill, identifi… https://t.co/nzztcl96Ki'","1215311862377484289","Thu Jan 09 16:38:22 +0000 2020","Washington DC","ProfDrAMarty","","#coronavirus"
"ObjectId(""5e436e39452fef139aa2fea8"")","'El nuevo #coronavirus del brote de #Wuhan ha sido verificado mediante secuenciacion y por microscopía electronica,… https://t.co/QAItrOmzYB'","1215311007586955270","Thu Jan 09 16:34:58 +0000 2020","Valladolid, España","CentroGripe","","#coronavirus"
"ObjectId(""5e436e39452fef139aa2feaa"")","'Middle East Respiratory Syndrome #Coronavirus Transmission\nhttps://t.co/tqt4nicGHl #MERS'","1215310300401958914","Thu Jan 09 16:32:09 +0000 2020","Baltimore, MD","BioAndBaseball","","#coronavirus"
"ObjectId(""5e436e39452fef139aa2feb2"")","'Chinese scientists obtain genetic sequence of mysterious virus, a key step in containment efforts @HelenBranswell… https://t.co/WBOUsS0y7A'","1215307268406829057","Thu Jan 09 16:20:06 +0000 2020","Washington, D.C.","BioCommission","","#coronavirus"
"ObjectId(""5e436e39452fef139aa2febc"")","'A new type of #coronavirus has been identified as cause of the outbreak in #Wuhan, China https://t.co/ZrMolFrK3j https://t.co/DVt5RGjW57'","1215302423343923202","Thu Jan 09 16:00:51 +0000 2020","None","NewsMedical","","#coronavirus"
"ObjectId(""5e436e4f452fef139aa2fec4"")","'Wuhan pneumonia: New #coronavirus related to #SARS idenitified https://t.co/2DhVQOn1dB #China #virus'","1215300694976032768","Thu Jan 09 15:53:59 +0000 2020","Canada","KyleSAlexanderR","","#coronavirus"
"ObjectId(""5e436e4f452fef139aa2fecc"")","'The swift discovery of a new strain of #coronavirus is a “notable achievement”, but more information is needed to u… https://t.co/vcPLQsgUUH'","1215297809139695617","Thu Jan 09 15:42:31 +0000 2020","None","SHN_Updates","","#coronavirus"
"ObjectId(""5e436e50452fef139aa2fed3"")","'Der Auslöser der mysteriösen #Lungenkrankheit in #China ist gefunden: Ein bislang unbekanntes #Coronavirus soll die… https://t.co/D8p6RXfGAF'","1215296325794893824","Thu Jan 09 15:36:37 +0000 2020","München, Bayern","BR24","","#coronavirus"
"ObjectId(""5e436e50452fef139aa2fee0"")","'As always a great piece by @HelenBranswell on the novel #coronavirus Important statement by R. Baric - make the seq… https://t.co/fJey4JkPfa'","1215292330426716160","Thu Jan 09 15:20:45 +0000 2020","Genf, Schweiz","EckerleIsabella","","#coronavirus"
"ObjectId(""5e436e50452fef139aa2feed"")","'""While the UN health agency said it needed more comprehensive information to confirm precisely the type of pathogen… https://t.co/AhDNMyZ2rz'","1215289128868360192","Thu Jan 09 15:08:01 +0000 2020","Pennsylvania, USA","rbarishansky","","#coronavirus"
"ObjectId(""5e436e50452fef139aa2fef8"")","""That outbreak of pneumonia in #Wuhan China? \n\nLooks like it may be caused by a novel #coronavirus. \n\nSo what's that… https://t.co/5FWdCjPDIv""","1215286880067104768","Thu Jan 09 14:59:05 +0000 2020","Vienna, Austria","juliaoftoronto","","#coronavirus"
"ObjectId(""5e436e50452fef139aa2fefb"")","'Preliminary testing suggests unexplained pneumonia outbreak in Wuhan is due to new #coronavirus… https://t.co/LYRaXv0zNp'","1215286437299544067","Thu Jan 09 14:57:20 +0000 2020","Vermont, USA","TimLaheyMD","","#coronavirus"
"ObjectId(""5e436e50452fef139aa2ff03"")","'Hrozba pro lidstvo: Šíří se nový #virus, lék ani vakcína neexistují https://t.co/d66tD0Kq0H #globe24cz #coronavirus #China #pneumonia'","1215284160086052864","Thu Jan 09 14:48:17 +0000 2020","Česká republika","Globe24cz","","#coronavirus"
"ObjectId(""5e436e50452fef139aa2ff06"")","'@statnews @WHO @CDCgov @WHO published a statement on the #Wuhan #outbreak this morning. It confirms the ""preliminar… https://t.co/9EpRbWXgw1'","1215282835470323714","Thu Jan 09 14:43:01 +0000 2020","Baltimore, MD","Outbreaks101","","#coronavirus"
"ObjectId(""5e436e50452fef139aa2ff09"")","'Expert speaks on #pneumonia outbreak in #Wuhan https://t.co/T6PJMLDBai #Singapore #coronavirus via @channelnewsasia'","1215282458565853184","Thu Jan 09 14:41:31 +0000 2020","#Genève #Geneva 🇨🇭 or #Japan","makoto_au_japon","","#coronavirus"
"ObjectId(""5e436e50452fef139aa2ff0b"")","'China says #pneumonia outbreak due to new type of #coronavirus https://t.co/p446uS9osr #Wuhan via @channelnewsasia'","1215281929454440450","Thu Jan 09 14:39:25 +0000 2020","#Genève #Geneva 🇨🇭 or #Japan","makoto_au_japon","","#coronavirus"
"ObjectId(""5e436e50452fef139aa2ff17"")","'Nouveaux cas de Syndrome Respiratoire du Moyen-Orient (#coronavirus #MERS-CoV) en Arabie saoudite https://t.co/aIXRAlHNdk'","1215280193365037057","Thu Jan 09 14:32:31 +0000 2020","France","Azeria64Azeria","","#coronavirus"
"ObjectId(""5e436e50452fef139aa2ff20"")","'A la tercera va la vencida. Ojito con este nuevo #coronavirus chino. Así empezó el SARS https://t.co/HhuUIp76zF'","1215277966101532672","Thu Jan 09 14:23:40 +0000 2020","None","DrLejarazu","","#coronavirus"
"ObjectId(""5e436e5f452fef139aa2ff2d"")","'New #coronavirus responsible for outbreak of respiratory illness in Wuhan China. @thepascv @ASMicrobiology \n\nhttps://t.co/qxTU7iAhEx'","1215276018379952128","Thu Jan 09 14:15:56 +0000 2020","None","DrMattBinnicker","","#coronavirus"
"ObjectId(""5e436e5f452fef139aa2ff35"")","""@statnews @WHO @CDCgov NOTE: @CDCgov's #HAN msg does not appear to have any official updated info since the #Wuhan… https://t.co/V1I70JcprI""","1215274756112601088","Thu Jan 09 14:10:55 +0000 2020","Baltimore, MD","Outbreaks101","","#coronavirus"
"ObjectId(""5e436e5f452fef139aa2ff39"")","'2. Key questions now: How did the new #coronavirus jump to people? From what species? How broadly is it found in th… https://t.co/rxDMozXLgL'","1215274530798817282","Thu Jan 09 14:10:01 +0000 2020","Boston, MA","HelenBranswell","","#coronavirus"
"ObjectId(""5e436e5f452fef139aa2ff3a"")","'1. The world has been waiting for more word from #China about the #pneumonia cluster at #Wuhan; a bunch came out la… https://t.co/GJUG5eZPWa'","1215274529121013761","Thu Jan 09 14:10:01 +0000 2020","Boston, MA","HelenBranswell","","#coronavirus"
"ObjectId(""5e436e5f452fef139aa2ff3b"")","""Want to get up to speed on the Wuhan respiratory disease outbreak? Read this excellent thread and it's links. Thank… https://t.co/58PUFZtE7P""","1215274424246702080","Thu Jan 09 14:09:36 +0000 2020","Cleveland, OH","DrJ44074","","#coronavirus"
"ObjectId(""5e436e5f452fef139aa2ff3c"")","'#Occupy: Veroorzaakt door een variant van het #Coronavirus, melden Chinese onderzoekers. Daarmee is het verwant aan… https://t.co/XcilR3Hqsb'","1215274240611622919","Thu Jan 09 14:08:52 +0000 2020","Schagen The Netherlands","OccupySchagen","","#coronavirus"
"ObjectId(""5e436e5f452fef139aa2ff3d"")","'#Communist regime #China - ""new type of #coronavirus"" believed to behind #pneumonia outbreak - cases of viral pneum… https://t.co/K1PwF53Uyz'","1215274229328945152","Thu Jan 09 14:08:49 +0000 2020","Washington DC","realhumanrights","","#coronavirus"
"ObjectId(""5e436e5f452fef139aa2ff42"")","'Smrtící epidemie na obzoru? Vědci narazili na nový typ koronaviru https://t.co/2xJ8L3pldT #eurozpravycz #coronavirus #Chine'","1215272443478265856","Thu Jan 09 14:01:43 +0000 2020","Czech Republic","EuroZpravycz","","#coronavirus"
"ObjectId(""5e436e5f452fef139aa2ff4d"")","'Mise à jour des cas de #pneumonie à nouveau #coronavirus en Chine https://t.co/br5COFpGVP'","1215267638622019586","Thu Jan 09 13:42:38 +0000 2020","France","Azeria64Azeria","","#coronavirus"
"ObjectId(""5e436e5f452fef139aa2ff53"")","'#epidemiology #coronavirus https://t.co/gRKacKHcuk'","1215265943619850250","Thu Jan 09 13:35:54 +0000 2020","Corrientes, Argentina","vlifschitz1","","#coronavirus"
"ObjectId(""5e436e5f452fef139aa2ff5b"")","'【#咁全國即係有幾多人中咗？】《#央視》 訪問了中國工程院院士 #徐建國 指，病原檢測結果專家組初步評估，#武漢 不明病毒肺炎 (#武肺) 是一種新型 #冠狀病毒。\n\n#journesis #wuhan #coronavirus… https://t.co/gz52PScs4s'","1215264923468496896","Thu Jan 09 13:31:50 +0000 2020","Hong Kong","journesis","","#coronavirus"
"ObjectId(""5e436e5f452fef139aa2ff5e"")","'Hintergrund #coronavirus https://t.co/dRVD1Ipl9Y'","1215264342771408898","Thu Jan 09 13:29:32 +0000 2020","Köln/Butzbach","wirsindtierarzt","","#coronavirus"
"ObjectId(""5e436e5f452fef139aa2ff5f"")","'Passt leider nur zu gut zu den aktuellen Meldungen aus China #coronavirus – wobei hier die Zoonose noch nicht zu 10… https://t.co/xsf0Z66SM6'","1215264340321980422","Thu Jan 09 13:29:31 +0000 2020","Köln/Butzbach","wirsindtierarzt","","#coronavirus"
"ObjectId(""5e436e5f452fef139aa2ff61"")","'Mysteriöse Lungenkrankheit in China: WHO vermutet ""neuartigen Erreger""! Ihr wisst mit SARS und MERS nichts anzufang… https://t.co/nd48RYwqEd'","1215263840805564417","Thu Jan 09 13:27:32 +0000 2020","None","marcelundtimo","","#coronavirus"
"ObjectId(""5e436e5f452fef139aa2ff63"")","'China: Neues Coronavirus als Ursache von Pneumonien ermittelt:  Peking – Die rätselhaften Pneumonien, an denen in d… https://t.co/9bKRrmnMFx'","1215261587155456000","Thu Jan 09 13:18:35 +0000 2020","Germany","Dt_Aerzteblatt","","#coronavirus"
"ObjectId(""5e436e5f452fef139aa2ff71"")","'An investigation into #viralpneumonia illness sickening dozens of people in &amp; around China has ID the possible caus… https://t.co/tiKg4HS3yj'","1215257662750892038","Thu Jan 09 13:02:59 +0000 2020","Global","SOS_Safety","","#coronavirus"
"ObjectId(""5e436e5f452fef139aa2ff7f"")","'New #coronavirus, identified via genome sequencing as culprit in the China #pneumonia cluster\n\n😷 severe illness in… https://t.co/1xrCF9hoDC'","1215253736714534913","Thu Jan 09 12:47:23 +0000 2020","Heidelberg","EuropeVaccine","","#coronavirus"
"ObjectId(""5e436e5f452fef139aa2ff85"")","'Kurz vor dem Neujahresfest in #China hat sich eine neuartige Lungenkrankheit ausgebreitet. #Coronavirus https://t.co/aZrCHJsruV'","1215252538594906112","Thu Jan 09 12:42:38 +0000 2020","Berlin und Hamburg, Germany","zeitonline","","#coronavirus"
"ObjectId(""5e436e8f452fef139aa2ff8e"")","'Researchers in China have identified a new #coronavirus as the pathogen behind a mysterious #pneumonia that has sic… https://t.co/tIJdzGGK99'","1215250663589859333","Thu Jan 09 12:35:11 +0000 2020","Paris, France","MicrobesInfect","","#coronavirus"
"ObjectId(""5e436e8f452fef139aa2ff8f"")","'Viroligists discuss new #coronavirus outbreak \n\nhttps://t.co/PfBh0HvYyC'","1215250190455771137","Thu Jan 09 12:33:18 +0000 2020","London, England","GeroldBaier","","#coronavirus"
"ObjectId(""5e436e8f452fef139aa2ff95"")","'Chinese scientists investigating a mystery illness that has sickened dozens have discovered a new strain of… https://t.co/oALDNfoCTO'","1215248541121204226","Thu Jan 09 12:26:45 +0000 2020","Toronto","epaultaylor","","#coronavirus"
"ObjectId(""5e436e8f452fef139aa2ff9e"")","'@MackayIM As a scientist I feel obliged to call out that there is altogether too much “kiss-Ass” in this announceme… https://t.co/Tr1zpQIpJD'","1215244466870681603","Thu Jan 09 12:10:33 +0000 2020","None","SMacMillanMD","","#coronavirus"
"ObjectId(""5e436e8f452fef139aa2ffa7"")","""A new strain? 'Mystery' pneumonia outbreak in China could be linked to #coronavirus. \n\n“It’s hard to know how sever… https://t.co/AJK1iBFTd1""","1215243419926351875","Thu Jan 09 12:06:24 +0000 2020","London","LSHTM","","#coronavirus"
"ObjectId(""5e436e8f452fef139aa2ffaa"")","'La diversité des #Coronavirus et leur virulence. https://t.co/XFlaNuyQc8'","1215241436750385152","Thu Jan 09 11:58:31 +0000 2020","France","Azeria64Azeria","","#coronavirus"
"ObjectId(""5e436e8f452fef139aa2ffab"")","'#Chine: l’#épidémie de #pneumonie serait due à un #coronavirus encore inconnu https://t.co/2pMCpo2ovE'","1215240952861859840","Thu Jan 09 11:56:35 +0000 2020","Saint-Avold, France","dlang57500","","#coronavirus"
"ObjectId(""5e436e8f452fef139aa2ffb4"")","'Caractéristiques du #Coronavirus de la pneumonie chinoise. https://t.co/9ACOs7g9ph'","1215237596760215552","Thu Jan 09 11:43:15 +0000 2020","France","Azeria64Azeria","","#coronavirus"
"ObjectId(""5e436e8f452fef139aa2ffb8"")","'#pneumonie en Chine #pneumonia, des précisions doivent être apportées sur la carte génétique du #Coronavirus impliq… https://t.co/MhDJowPtK3'","1215236071035953152","Thu Jan 09 11:37:11 +0000 2020","France","Azeria64Azeria","","#coronavirus"
"ObjectId(""5e436e8f452fef139aa2ffbe"")","'#coronavirus @DOHgov @DOHgovph @SecDuque https://t.co/dS8CrjbXYG'","1215234551363981313","Thu Jan 09 11:31:09 +0000 2020","None","peachybrets","","#coronavirus"
"ObjectId(""5e436e8f452fef139aa2ffd6"")","""#URGENT 🇨🇳L'hypothèse d'un nouveau #coronavirus pour expliquer des cas de pneumonie en #Chine -… https://t.co/7kaLBgTRyM""","1215225364131336199","Thu Jan 09 10:54:39 +0000 2020","Saint-Denis, La Réunion","jclvallee1","","#coronavirus"
